title,subtype,status,image,epCount,rating,synopsis,genre
Tensei shitara Slime Datta Ken 2,TV,Finished,https://media.kitsu.io/anime/poster_images/42196/large.jpg?1616935639,12,82.2,"The second season of Tensei shitara Slime Datta Ken.

A country built by our main character Rimuru and the many monsters who look up to him – the Jura Tempest Federation –, through agreements and trade with neighbouring countries, is the ideal “country where humans and monsters can walk alongside.""

Rimuru has a tendency to “feel kindly towards humans”, because of its former nature as a human being ...

However, there is a clear ""hostility toward demons"" that exists in this world.
When faced with that unreasonable reality, Rimuru makes its choice.

""Is there something that you don't want to lose?""

(Source: Muse Asia)",['none']
Mob Psycho 100 II,TV,Finished,https://media.kitsu.io/anime/poster_images/41071/large.jpg?1597698539,13,82.2,Second season of Mob Psycho 100.,"['comedy', 'supernatural', 'slice-of-life', 'action']"
Violet Evergarden,TV,Finished,https://media.kitsu.io/anime/poster_images/12230/large.jpg?1597694747,13,82.2,"There are words Violet heard on the battlefield, which she cannot forget. These words were given to her by someone she holds dear, more than anyone else. She does not yet know their meaning.
A certain point in time, in the continent of Telesis. The great war which divided the continent into North and South has ended after four years, and the people are welcoming a new generation.

Violet Evergarden, a young girl formerly known as “the weapon”, has left the battlefield to start a new life at CH Postal Service. There, she is deeply moved by the work of “Auto Memories Dolls”, who carry people's thoughts and convert them into words.

Violet begins her journey as an Auto Memories Doll, and comes face to face with various people's emotions and differing shapes of love. All the while searching for the meaning of those words.

(Source: Anime Expo)","['fantasy', 'slice-of-life', 'drama']"
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,Finished,https://media.kitsu.io/anime/poster_images/41373/large.jpg?1597698536,12,82.2,"Known for being both brilliant and powerful, Miyuki Shirogane and Kaguya Shinomiya lead the illustrious Shuchiin Academy as near equals. Everyone thinks they’d make a great couple. But with pride and arrogance in ample supply, the only logical move is to trick the other into instigating a date! Who will come out on top in this psychological war where the first move is the only one that matters?

(Source: Funimation)",['none']
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 2,TV,Finished,https://media.kitsu.io/anime/poster_images/42632/large.jpg?1597692069,12,82.19,Second season of Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen.,['none']
Jibaku Shounen Hanako-kun,TV,Finished,https://media.kitsu.io/anime/poster_images/42322/large.jpg?1597698857,12,82.19,"""Hanako-san, Hanako-san...are you there?""

At Kamome Academy, rumors abound about the school's Seven Mysteries, one of which is Hanako-san. Said to occupy the third stall of the third floor girls' bathroom in the old school building, Hanako-san grants any wish when summoned. Yashiro Nene, an occult-loving high school girl who dreams of romance, ventures into this haunted bathroom...but the Hanako-san she meets there is nothing like she imagined! Kamome Academy's Hanako-san...is a boy!

(Source: Yen Press)",['none']
One Piece Film: Z,movie,Finished,https://media.kitsu.io/anime/poster_images/6827/large.jpg?1597696722,1,82.19,"The Straw Hat Pirates enter the rough seas of the New World in search of the hidden treasures of the Pirate King, Gol D. Roger－One Piece. On their voyage, the pirates come across a terrifying, powerful man, former Marine Admiral Z.
Z is accused of having stolen the ""Dyna Stones"", weapons believed to have the power to shake up the New World. The Marine Headquarters believes Z is about to use it to end the pirate era, and with it, the lives of many innocent people. In fear of such a phenomenal event, marines start to take action against the former admiral.
Even if it means stumbling upon marines and the navy, the Straw Hat Pirates decided to chase after Z and stop him from causing havoc. As they continue to embark on their ventures, the pirates bump into new and familiar acquaintances.","['comedy', 'fantasy', 'drama', 'action', 'friendship', 'adventure']"
Gekijouban One Piece: Stampede,movie,Finished,https://media.kitsu.io/anime/poster_images/42061/large.jpg?1597696912,1,82.19,"The world's greatest exposition of the pirates, by the pirates, for the pirates - the Pirates Festival. Luffy and the rest of the Straw Hat Crew receive an invitation from its host Buena Festa who is known as the Master of Festivities. They arrive to find a venue packed with glamorous pavilions and many pirates including the ones from the Worst Generation. The place is electric.

(Source: Fuji TV via AniDB)",['none']
Saiki Kusuo no Ψ-nan 2,TV,Finished,https://media.kitsu.io/anime/poster_images/13477/large.jpg?1597698773,24,82.19,Sequel to Saiki Kusuo no Ψ-nan,"['comedy', 'supernatural', 'school', 'slice-of-life']"
Kiseijuu: Sei no Kakuritsu,TV,Finished,https://media.kitsu.io/anime/poster_images/8147/large.jpg?1597694837,24,82.18,"All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey.

Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species.

(Source: MAL Rewrite)","['sci-fi', 'psychological', 'horror', 'drama', 'action']"
Hotarubi no Mori e,movie,Finished,https://media.kitsu.io/anime/poster_images/6169/large.jpg?1597697913,1,82.18,"Intrigued by the tale of a mountain god, six-year-old Hotaru Takegawa loses her way in the ancient forest while visiting her uncle. Exhausted and desperate for help, Hotaru is thrilled to find a masked forest spirit named Gin. She learns the hard way that she should not touch the boy, or he would disappear. In spite of this, Gin leads Hotaru out of the forest and warns her never to return when she promises to come again with a gift.
Paying no heed to his cautionary words, and despite being separated by both distance and planes of existence, Hotaru and Gin become close friends as she visits him every summer. However, their relationship and resolve are put to the test, when romantic feelings conflict with the one and only rule.
Based on Yuki Midorikawa's manga of the same name, Hotarubi no Mori e is a tale of friendship and compromise of two people who should never have crossed paths, as their lives become hopelessly intertwined.
[Written by MAL Rewrite]","['supernatural', 'drama', 'romance']"
Avatar: The Last Airbender Book 3: Fire,TV,Finished,https://media.kitsu.io/anime/poster_images/7926/large.jpg?1597696750,21,82.18,"Third and final season focuses on Aang's quest to defeat the tyrannical Fire Lord. In the season's beginning, Aang and his friends Sokka, Katara, and Toph are traveling through the Fire Nation, conjuring a plan for invading the Fire Nation and looking for a teacher to teach Aang Firebending. Time is against our heroes as Sozin's Comet fast approaches...","['comedy', 'martial-arts', 'super-power', 'anime-influenced', 'fantasy', 'drama', 'action', 'adventure']"
